frame,technique,cpuFrameMs,cpuClusterBuildMs,gpuClusterBuildMs,gpuClusterCountMs,gpuClusterScanMs,gpuClusterScatterMs,gpuLightingPassMs,gpuObjectPassMs,timingSource,activeLights,drawCalls,visibleObjects,activeClusters,maxLightsPerCluster,lightIndexCapacity,explicitClusters,bitsetClusters,overflowCount,evaluatedLightSamples,prunedLightSamples,predictedErrorBound,splitCount,mergeCount,clusterChurn,offscreenMse,offscreenPsnr,offscreenSsim,geoVisibleTiles,geoResidentTiles,geoRequestedTiles,geoResidentBytes,geoUploadedBytes,geoStreamingP95Ms,geoSemanticUtility,geoSemanticWeightedError,geoRepresentationChurn,geoBudgetViolation,measurementGroup
50,adaptive-exact,5.49392,0.17475,0.148292,0,0,0,0.004125,0.004125,vulkan-query-pool,100,112,112,175,27,147456,175,0,0,1860,0,0,62,0,0.354286,0,99,1,135,112,0,584928,0,0,163,0,0,0,vulkan_gpu_measurements
51,adaptive-exact,9.69429,0.173208,0.250542,0,0,0,0.004333,0.004333,vulkan-query-pool,100,112,112,176,28,147456,176,0,0,1859,0,0,64,0,0.363636,0,99,1,135,112,0,584928,0,0,163,0,0,0,vulkan_gpu_measurements
52,adaptive-exact,8.29921,0.215167,0.237292,0,0,0,0.00425,0.00425,vulkan-query-pool,100,112,112,176,28,147456,176,0,0,1860,0,0,64,0,0.363636,0,99,1,135,112,0,584928,0,0,163,0,0,0,vulkan_gpu_measurements
53,adaptive-exact,8.49933,0.21,0.247542,0,0,0,0.005958,0.005958,vulkan-query-pool,100,112,112,174,27,147456,174,0,0,1847,0,0,60,0,0.344828,0,99,1,135,112,8,584928,0,0,187,0,8,0,vulkan_gpu_measurements
54,adaptive-exact,12.1159,0.198,0.008916,0,0,0,0.004292,0.004292,vulkan-query-pool,100,120,120,174,27,147456,174,0,0,1842,0,0,60,0,0.344828,0,99,1,135,120,0,613424,28496,14.081,163,0,0,0,vulkan_gpu_measurements
55,adaptive-exact,5.88762,0.198291,1.15383,0,0,0,0.005292,0.005292,vulkan-query-pool,100,120,120,174,27,147456,174,0,0,1840,0,0,60,0,0.344828,0,99,1,135,120,0,613424,0,0,171,0,0,0,vulkan_gpu_measurements
56,adaptive-exact,6.78821,0.196458,0.252083,0,0,0,0.00425,0.00425,vulkan-query-pool,100,120,120,174,27,147456,174,0,0,1850,0,0,60,0,0.344828,0,99,1,135,120,0,613424,0,0,171,0,0,0,vulkan_gpu_measurements
57,adaptive-exact,8.20492,0.21175,0.315208,0,0,0,0.004167,0.004167,vulkan-query-pool,100,120,120,174,27,147456,174,0,0,1857,0,0,60,0,0.344828,0,99,1,135,120,0,613424,0,0,171,0,0,0,vulkan_gpu_measurements
58,adaptive-exact,8.35071,0.181875,0.278667,0,0,0,0.004292,0.004292,vulkan-query-pool,100,120,120,174,27,147456,174,0,0,1853,0,0,60,0,0.344828,0,99,1,135,120,0,613424,0,0,171,0,0,0,vulkan_gpu_measurements
59,adaptive-exact,8.55383,0.195625,0.294958,0,0,0,0.004459,0.004459,vulkan-query-pool,100,120,120,174,26,147456,174,0,0,1845,0,0,60,0,0.344828,0,99,1,135,120,8,613424,0,0,187,0,8,0,vulkan_gpu_measurements
